,"PV 2013, Kassel, 10min",ELoad,Grid Import,Grid Export
2013-08-02 00:00:00,0.0,-0.40644833333333336,0.0,0.0
2013-08-02 00:10:00,0.0,-0.32008,0.0,0.0
2013-08-02 00:20:00,0.0,-0.12336499999999997,0.0,0.0
2013-08-02 00:30:00,0.0,-0.11633166666666664,0.0,0.0
2013-08-02 00:40:00,0.0,-0.08496333333333332,0.0,0.0
2013-08-02 00:50:00,0.0,-0.020079999999999994,0.0,0.0
2013-08-02 01:00:00,0.0,-0.05072,0.0,0.0
2013-08-02 01:10:00,0.0,-0.11292333333333333,0.0,0.0
2013-08-02 01:20:00,0.0,-0.05210166666666666,0.0,0.0
2013-08-02 01:30:00,0.0,-0.020079999999999994,0.0,0.0
2013-08-02 01:40:00,0.0,-0.09280333333333332,0.0,0.0
2013-08-02 01:50:00,0.0,-0.11048333333333331,0.0,0.0
2013-08-02 02:00:00,0.0,-0.03137333333333332,0.0,0.0
2013-08-02 02:10:00,0.0,-0.020079999999999994,0.0,0.0
2013-08-02 02:20:00,0.0,-0.10760666666666666,0.0,0.0
2013-08-02 02:30:00,0.0,-0.08805833333333332,0.0,0.0
2013-08-02 02:40:00,0.0,-0.020079999999999994,0.0,0.0
2013-08-02 02:50:00,0.0,-0.053961666666666665,0.0,0.0
2013-08-02 03:00:00,0.0,-0.11373,0.0,0.0
2013-08-02 03:10:00,0.0,-0.06696833333333332,0.0,0.0
2013-08-02 03:20:00,0.0,-0.020079999999999994,0.0,0.0
2013-08-02 03:30:00,0.0,-0.07035333333333334,0.0,0.0
2013-08-02 03:40:00,0.0,-0.11108499999999999,0.0,0.0
2013-08-02 03:50:00,0.0,-0.03430666666666666,0.0,0.0
2013-08-02 04:00:00,0.0,-0.020079999999999994,0.0,0.0
2013-08-02 04:10:00,0.0,-0.11135999999999999,0.0,0.0
2013-08-02 04:20:00,0.0,-0.10321999999999998,0.0,0.0
2013-08-02 04:30:00,0.0,-0.020079999999999994,0.0,0.0
2013-08-02 04:40:00,0.0,-0.03023833333333333,0.0,0.0
2013-08-02 04:50:00,0.0,-0.11557666666666669,0.0,0.0
2013-08-02 05:00:00,0.00871065799826738,-0.06992999999999998,0.0,0.00871065799826738
2013-08-02 05:10:00,0.04202466434098824,-0.020079999999999994,0.0,0.0420246643409882
2013-08-02 05:20:00,0.0609329092138978,-0.07361833333333333,0.0,0.0609329092138978
2013-08-02 05:30:00,0.0706365182574018,-0.11187333333333334,0.0,0.0706365182574018
2013-08-02 05:40:00,0.0857286519668378,-0.04916833333333333,0.0,0.0857286519668378
2013-08-02 05:50:00,0.09715403715665616,-0.020079999999999994,0.0,0.0971540371566562
2013-08-02 06:00:00,0.10927618243279086,-0.08921666666666667,0.0,0.109276182432791
2013-08-02 06:10:00,0.15823321946063518,-0.1064483333333333,0.0,0.158233219460635
2013-08-02 06:20:00,0.2248669598982133,-0.17007999999999995,0.0,0.224866959898213
2013-08-02 06:30:00,0.2906008191398996,-0.33336499999999997,0.0,0.2906008191399
2013-08-02 06:40:00,0.36852082516211343,-0.3563316666666666,0.0,0.368520825162113
2013-08-02 06:50:00,0.4368050831607434,-0.08496333333333332,0.0,0.384367752217727
2013-08-02 07:00:00,0.4948146705826503,-0.38008,0.0,0.11473467058265
2013-08-02 07:10:00,0.7616145574323355,-0.65072,0.0,0.110894557432336
2013-08-02 07:20:00,0.952306129903036,-0.7369233333333334,0.0,0.215382796569703
2013-08-02 07:30:00,0.4441002911138867,-0.6821016666666666,0.0,0.0
2013-08-02 07:40:00,0.8755120760019509,-0.6500799999999999,0.0,0.225432076001951
2013-08-02 07:50:00,1.0697489650935494,-1.0948033333333334,0.0,0.0
2013-08-02 08:00:00,1.2711830718194053,-0.9264833333333333,0.0,0.344699738486072
2013-08-02 08:10:00,0.8502151337655051,-0.45137333333333335,0.0,0.398841800432172
2013-08-02 08:20:00,1.0055659571147773,-0.35008000000000006,0.0,0.655485957114777
2013-08-02 08:30:00,1.7792099877396597,-0.13760666666666668,0.0,1.6392249781283
2013-08-02 08:40:00,1.0061487033646472,-0.11805833333333329,0.0,0.888090370031314
2013-08-02 08:50:00,1.6941613419078294,-0.05008,0.0,1.64408134190783
2013-08-02 09:00:00,1.8229910027065444,-0.08396166666666667,0.0,1.73902933603988
2013-08-02 09:10:00,1.8912430876882582,-0.14373,0.0,1.74751308768826
2013-08-02 09:20:00,1.969273076684658,-0.09696833333333332,0.0,1.87230474335132
2013-08-02 09:30:00,2.030059570364301,-0.05008,0.0,1.9799795703643
2013-08-02 09:40:00,2.1056861015979393,-0.10035333333333334,0.0,2.00533276826461
2013-08-02 09:50:00,2.1520575324299673,-0.141085,0.0,2.01097253242997
2013-08-02 10:00:00,2.1921209861953233,-0.06430666666666666,0.0,2.12781431952866
2013-08-02 10:10:00,2.233371592273875,-0.05008,0.0,2.18329159227387
2013-08-02 10:20:00,2.281437985802063,-0.14135999999999999,0.0,2.14007798580206
2013-08-02 10:30:00,2.3350928913907185,-0.13322,0.0,2.20187289139072
2013-08-02 10:40:00,2.3681601270306376,-0.05008,0.0,2.31808012703064
2013-08-02 10:50:00,2.409029247622971,-0.060238333333333324,0.0,2.34879091428964
2013-08-02 11:00:00,2.443876618762511,-0.14557666666666666,0.0,2.29829995209584
2013-08-02 11:10:00,2.4671450589801682,-0.09992999999999999,0.0,2.36721505898017
2013-08-02 11:20:00,2.498578141340181,-0.05008,0.0,2.44849814134018
2013-08-02 11:30:00,2.515993855543161,-0.10361833333333333,0.0,2.41237552220983
2013-08-02 11:40:00,2.50522331201812,-0.1418733333333333,0.0,2.36334997868479
2013-08-02 11:50:00,2.521038375948888,-0.07916833333333333,0.0,2.44187004261555
2013-08-02 12:00:00,2.5484904764136673,-0.05008,0.0,2.49841047641367
2013-08-02 12:10:00,2.5543948320363827,-0.11921666666666667,0.0,2.43517816536972
2013-08-02 12:20:00,2.563573900049892,-0.1364483333333333,0.0,2.42712556671656
2013-08-02 12:30:00,2.551160282553815,-0.05008,0.0,2.50108028255381
2013-08-02 12:40:00,2.5357154813653553,-0.06336499999999999,0.0,2.47235048136536
2013-08-02 12:50:00,2.5243265470948018,-0.14633166666666667,0.0,2.37799488042814
2013-08-02 13:00:00,2.5021661218528837,-0.1149633333333333,0.0,2.38720278851955
2013-08-02 13:10:00,2.4797548745228597,-0.05008,0.0,2.42967487452286
2013-08-02 13:20:00,2.4590461118513534,-0.08071999999999999,0.0,2.37832611185135
2013-08-02 13:30:00,2.4292167190231795,-0.1429233333333333,0.0,2.28629338568985
2013-08-02 13:40:00,2.4044160094102836,-0.10442166666666668,0.0,2.29999434274362
2013-08-02 13:50:00,2.369062225356379,-0.07488000000000002,0.0,2.29418222535638
2013-08-02 14:00:00,2.3292287487175374,-0.14760333333333334,0.0,2.1816254153842
2013-08-02 14:10:00,2.2865312510942886,-0.16528333333333334,0.0,2.12124791776096
2013-08-02 14:20:00,2.238780460112139,-0.08617333333333335,0.0,2.15260712677881
2013-08-02 14:30:00,2.198728998950719,-0.07488000000000002,0.0,2.12384899895072
2013-08-02 14:40:00,2.1492027771516407,-0.16240666666666667,0.0,1.98679611048497
2013-08-02 14:50:00,2.093475593052881,-0.14285833333333336,0.0,0.677335974273184
2013-08-02 15:00:00,2.049734815885222,-0.07488000000000002,0.0,6.50148821390584e-05
2013-08-02 15:10:00,1.974432053568171,-0.10876166666666667,0.0,7.8728700207753e-05
2013-08-02 15:20:00,1.9185736839548782,-0.16852999999999999,0.0,9.16841978237937e-05
2013-08-02 15:30:00,1.8487495950304265,-0.6797683333333333,0.0,0.000103836642246335
